member_id,acquisition_channel,health_goal,rebill_day30,rebill_day60,rebill_day90,cancelled,ltv_day90
M00563,quiz,gut,1,1,0,0,148.59
M00564,direct_shop,unknown,1,1,1,0,200.9
M00565,direct_shop,unknown,1,1,1,0,197.93
M00566,direct_shop,unknown,1,1,0,0,151.16
M00567,direct_shop,unknown,0,0,0,1,50.41
M00568,organic_search,unknown,1,1,1,0,206.26
M00569,quiz,gut,1,1,0,0,145.81
M00570,direct_shop,unknown,1,1,1,0,200.05
M00571,paid_social,unknown,0,0,0,1,51.28
M00572,direct_shop,unknown,1,0,0,1,99.21
M00573,direct_shop,unknown,0,0,0,1,45.98
M00574,organic_search,unknown,0,0,0,1,53.76
M00575,organic_search,unknown,1,1,1,0,200.97
M00576,quiz,gut,1,0,0,0,96.18
M00577,organic_search,unknown,0,0,0,1,51.31
M00578,direct_shop,unknown,0,0,0,1,55.09
M00579,quiz,sleep,1,1,0,0,149.86
M00580,direct_shop,unknown,1,0,0,1,99.97
M00581,organic_search,unknown,1,0,0,1,104.68
M00582,direct_shop,unknown,0,0,0,1,47.08
M00583,quiz,energy,0,0,0,1,55.17
M00584,direct_shop,unknown,0,0,0,1,52.91
M00585,quiz,gut,1,1,0,0,147.2
M00586,quiz,sleep,1,1,0,0,147.97
M00587,quiz,gut,1,1,1,0,198.39
M00588,quiz,gut,1,0,0,1,94.48
M00589,quiz,gut,0,0,0,1,50.77
M00590,quiz,energy,0,0,0,1,47.35
M00591,direct_shop,unknown,0,0,0,1,50.88
M00592,quiz,sleep,1,0,0,1,96.11
M00593,quiz,gut,0,0,0,1,52.76
M00594,organic_search,unknown,1,0,0,0,102.19
M00595,direct_shop,unknown,1,1,0,0,147.85
M00596,paid_social,unknown,1,0,0,1,101.06
M00597,quiz,sleep,1,0,0,0,100.23
M00598,quiz,gut,0,0,0,1,54.44
M00599,quiz,sleep,1,0,0,0,96.88
M00600,quiz,energy,1,0,0,0,99.52
M00601,quiz,sleep,1,1,0,0,148.05
M00602,quiz,gut,1,0,0,1,100.11
M00603,quiz,sleep,1,0,0,1,101.58
M00604,quiz,energy,1,1,0,0,148.01
M00605,direct_shop,unknown,0,0,0,1,48.9
M00606,quiz,gut,1,0,0,1,102.88
M00607,direct_shop,unknown,1,0,0,1,104.05
M00608,direct_shop,unknown,1,1,1,0,201.44
M00609,paid_social,unknown,1,1,0,0,149.56
M00610,quiz,sleep,1,1,1,0,199.26
M00611,paid_social,unknown,1,0,0,0,101.62
M00612,direct_shop,unknown,1,0,0,0,100.66
M00613,quiz,gut,1,1,1,0,195.01
M00614,organic_search,unknown,1,0,0,1,101.7
M00615,organic_search,unknown,0,0,0,1,47.41
M00616,quiz,sleep,1,1,0,0,145.72
M00617,quiz,gut,1,1,0,0,144.96
M00618,paid_social,unknown,0,0,0,1,49.34
M00619,paid_social,unknown,0,0,0,1,46.94
M00620,quiz,energy,0,0,0,1,43.01
M00621,quiz,energy,0,0,0,1,48.91
M00622,direct_shop,unknown,0,0,0,1,48.52
M00623,direct_shop,unknown,1,1,1,0,199.51
M00624,direct_shop,unknown,1,0,0,0,98.09
M00625,direct_shop,unknown,1,1,0,0,155.46
M00626,direct_shop,unknown,1,0,0,0,101.53
M00627,paid_social,unknown,1,1,1,0,198.46
M00628,quiz,gut,0,0,0,1,49.8
M00629,quiz,gut,0,0,0,1,54.23
M00630,paid_social,unknown,1,1,1,0,202.83
M00631,organic_search,unknown,0,0,0,1,45.8
M00632,direct_shop,unknown,0,0,0,1,47.07
M00633,direct_shop,unknown,1,1,0,0,147.62
M00634,quiz,gut,1,1,1,0,198.64
M00635,direct_shop,unknown,1,0,0,0,98.19
M00636,direct_shop,unknown,1,1,1,0,200.06
M00637,quiz,gut,1,1,0,0,152.18
M00638,quiz,gut,1,1,1,0,202.67
M00639,direct_shop,unknown,1,1,1,0,198.98
M00640,quiz,energy,0,0,0,1,45.09
M00641,quiz,gut,1,1,0,0,146.85
M00642,quiz,gut,0,0,0,1,48.43
M00643,quiz,energy,1,0,0,1,96.24
M00644,quiz,gut,1,1,0,0,153.39
M00645,organic_search,unknown,0,0,0,1,46.45
M00646,direct_shop,unknown,1,1,0,0,151.82
M00647,paid_social,unknown,1,1,0,0,144.92
M00648,paid_social,unknown,0,0,0,1,51.96
M00649,direct_shop,unknown,0,0,0,1,49.57
M00650,quiz,sleep,0,0,0,1,54.53
M00651,direct_shop,unknown,1,0,0,0,96.59
M00652,direct_shop,unknown,1,1,1,0,198.27
M00653,paid_social,unknown,1,0,0,0,98.87
M00654,direct_shop,unknown,1,1,0,0,149.51
M00655,quiz,sleep,1,1,0,0,148.93
M00656,quiz,energy,1,1,1,0,198.98
M00657,direct_shop,unknown,1,1,1,0,198.93
M00658,direct_shop,unknown,1,0,0,0,93.77
M00659,direct_shop,unknown,1,1,0,0,152.95
M00660,direct_shop,unknown,1,1,0,0,158.55
M00661,organic_search,unknown,0,0,0,1,50.88
M00662,direct_shop,unknown,0,0,0,1,46.58
M00663,quiz,energy,1,0,0,1,96.88
M00664,quiz,sleep,1,1,1,0,201.8
M00665,quiz,gut,0,0,0,1,51.15
M00666,quiz,gut,1,1,0,0,149.12
M00667,quiz,gut,1,1,1,0,202.22
M00668,quiz,energy,0,0,0,1,43.8
M00669,quiz,gut,0,0,0,1,52.25
M00670,quiz,energy,1,0,0,1,100.69
M00671,organic_search,unknown,0,0,0,1,47.0
M00672,quiz,sleep,1,1,0,0,145.67
M00673,direct_shop,unknown,1,1,0,0,150.33
M00674,direct_shop,unknown,0,0,0,1,54.21
M00675,organic_search,unknown,1,1,1,0,199.28
M00676,quiz,sleep,1,1,0,0,147.41
M00677,direct_shop,unknown,0,0,0,1,50.56
M00678,organic_search,unknown,1,1,1,0,205.42
M00679,organic_search,unknown,1,0,0,0,101.27
M00680,paid_social,unknown,1,0,0,0,101.6
M00681,quiz,energy,1,1,0,0,153.64
M00682,quiz,gut,0,0,0,1,51.41
M00683,paid_social,unknown,1,0,0,1,97.64
M00684,organic_search,unknown,1,0,0,0,94.75
M00685,direct_shop,unknown,1,1,1,0,197.2
M00686,direct_shop,unknown,1,1,0,0,146.66
M00687,quiz,sleep,1,1,1,0,201.94
M00688,paid_social,unknown,1,0,0,0,102.38
M00689,quiz,energy,1,0,0,0,100.51
M00690,quiz,gut,1,1,0,0,146.16
M00691,direct_shop,unknown,1,1,1,0,205.32
M00692,direct_shop,unknown,1,1,0,0,148.72
M00693,quiz,gut,1,0,0,0,101.79
M00694,quiz,sleep,1,0,0,1,100.13
M00695,direct_shop,unknown,1,0,0,0,100.61
M00696,quiz,energy,0,0,0,1,51.69
M00697,direct_shop,unknown,1,0,0,1,97.89
M00698,quiz,sleep,0,0,0,1,53.91
M00699,direct_shop,unknown,0,0,0,1,45.25
M00700,direct_shop,unknown,1,0,0,1,96.86
M00701,quiz,sleep,1,1,0,0,153.85
M00702,quiz,energy,0,0,0,1,51.76
M00703,quiz,energy,0,0,0,1,57.61
M00704,quiz,gut,1,0,0,0,100.19
M00705,organic_search,unknown,1,0,0,1,105.08
M00706,quiz,gut,0,0,0,1,44.42
M00707,paid_social,unknown,1,1,1,0,195.72
M00708,quiz,gut,1,1,1,0,202.65
M00709,paid_social,unknown,1,0,0,1,94.76
M00710,paid_social,unknown,1,1,1,0,199.37
M00711,direct_shop,unknown,0,0,0,1,53.49
M00712,direct_shop,unknown,0,0,0,1,51.49
M00713,direct_shop,unknown,1,1,0,0,150.0
M00714,quiz,energy,1,0,0,0,98.63
M00715,organic_search,unknown,0,0,0,1,50.6
M00716,paid_social,unknown,1,1,0,0,151.7
M00717,organic_search,unknown,1,0,0,1,98.0
M00718,quiz,energy,1,1,1,0,201.08
M00719,paid_social,unknown,1,0,0,0,103.22
M00720,organic_search,unknown,1,1,0,0,149.3
M00721,quiz,sleep,1,1,1,0,200.16
M00722,quiz,gut,1,1,1,0,201.41
M00723,paid_social,unknown,1,1,1,0,201.61
M00724,direct_shop,unknown,1,1,0,0,152.61
M00725,paid_social,unknown,1,1,1,0,196.92
M00726,quiz,energy,1,1,1,0,198.37
M00727,paid_social,unknown,0,0,0,1,48.51
M00728,quiz,energy,1,0,0,1,97.27
M00729,quiz,energy,1,1,1,0,194.56
M00730,quiz,energy,1,0,0,1,90.22
M00731,paid_social,unknown,0,0,0,1,53.58
M00732,paid_social,unknown,0,0,0,1,45.33
M00733,direct_shop,unknown,1,1,1,0,204.66
M00734,direct_shop,unknown,1,1,1,0,202.18
M00735,organic_search,unknown,1,1,0,0,148.75
M00736,direct_shop,unknown,0,0,0,1,51.84
M00737,paid_social,unknown,0,0,0,1,51.27
M00738,direct_shop,unknown,1,1,0,0,146.66
M00739,direct_shop,unknown,1,1,0,0,149.93
M00740,direct_shop,unknown,1,1,1,0,197.02
M00741,quiz,gut,1,1,1,0,201.92
M00742,paid_social,unknown,1,1,0,0,147.82
M00743,direct_shop,unknown,1,0,0,1,99.69
M00744,quiz,energy,1,1,1,0,199.54
M00745,organic_search,unknown,1,0,0,0,100.34
M00746,direct_shop,unknown,1,1,0,0,154.96
M00747,direct_shop,unknown,1,1,1,0,199.24
M00748,organic_search,unknown,0,0,0,1,53.64
M00749,direct_shop,unknown,0,0,0,1,51.43
M00750,quiz,gut,1,0,0,0,104.24
M00751,organic_search,unknown,1,1,1,0,198.94
M00752,direct_shop,unknown,0,0,0,1,52.08
M00753,quiz,gut,1,0,0,1,99.8
M00754,quiz,gut,0,0,0,1,41.02
M00755,paid_social,unknown,1,1,0,0,146.7
M00756,direct_shop,unknown,0,0,0,1,51.74
M00757,direct_shop,unknown,0,0,0,1,51.54
M00758,organic_search,unknown,1,0,0,1,96.1
M00759,paid_social,unknown,1,1,1,0,200.62
M00760,quiz,energy,1,0,0,1,101.49
M00761,quiz,sleep,0,0,0,1,49.89
M00762,quiz,energy,1,1,1,0,202.15
M00763,paid_social,unknown,0,0,0,1,51.77
M00764,quiz,energy,0,0,0,1,49.88
M00765,direct_shop,unknown,0,0,0,1,48.46
M00766,paid_social,unknown,0,0,0,1,53.12
M00767,organic_search,unknown,1,1,0,0,151.36
M00768,quiz,energy,1,1,1,0,195.82
M00769,paid_social,unknown,1,1,1,0,200.62
M00770,quiz,energy,1,1,0,0,146.52
M00771,paid_social,unknown,1,0,0,1,97.09
M00772,quiz,gut,1,0,0,0,98.02
M00773,direct_shop,unknown,1,0,0,0,100.11
M00774,paid_social,unknown,0,0,0,1,51.11
M00775,quiz,gut,0,0,0,1,48.76
M00776,quiz,gut,1,1,1,0,198.86
M00777,paid_social,unknown,1,1,0,0,148.46
M00778,paid_social,unknown,1,1,1,0,203.1
M00779,direct_shop,unknown,1,1,0,0,141.41
M00780,paid_social,unknown,1,1,0,0,149.04
M00781,direct_shop,unknown,1,1,1,0,204.59
M00782,quiz,gut,1,1,1,0,201.51
M00783,quiz,gut,1,0,0,1,103.78
M00784,quiz,gut,1,0,0,0,93.88
M00785,organic_search,unknown,0,0,0,1,46.26
M00786,direct_shop,unknown,1,0,0,0,101.52
M00787,direct_shop,unknown,0,0,0,1,54.64
M00788,direct_shop,unknown,0,0,0,1,46.57
M00789,organic_search,unknown,1,1,1,0,198.8
M00790,quiz,gut,1,1,1,0,201.16
M00791,direct_shop,unknown,1,1,1,0,195.6
M00792,direct_shop,unknown,1,1,1,0,201.53
M00793,direct_shop,unknown,1,1,1,0,191.93
M00794,quiz,sleep,1,1,0,0,151.45
M00795,organic_search,unknown,1,0,0,0,96.99
M00796,organic_search,unknown,0,0,0,1,48.65
M00797,direct_shop,unknown,0,0,0,1,51.95
M00798,paid_social,unknown,1,1,0,0,151.31
M00799,organic_search,unknown,1,1,0,0,149.95
M00800,paid_social,unknown,0,0,0,1,52.9
M00801,quiz,gut,0,0,0,1,44.89
M00802,direct_shop,unknown,0,0,0,1,50.6
M00803,direct_shop,unknown,0,0,0,1,47.62
M00804,direct_shop,unknown,1,0,0,1,102.73
M00805,paid_social,unknown,1,0,0,1,102.04
M00806,organic_search,unknown,1,1,0,0,152.14
M00807,organic_search,unknown,1,0,0,1,104.92
M00808,direct_shop,unknown,0,0,0,1,53.37
M00809,quiz,gut,0,0,0,1,49.52
M00810,organic_search,unknown,1,1,1,0,199.96
M00811,paid_social,unknown,0,0,0,1,51.79
M00812,quiz,gut,1,0,0,1,100.39
M00813,organic_search,unknown,0,0,0,1,52.11
M00814,organic_search,unknown,0,0,0,1,43.3
M00815,direct_shop,unknown,0,0,0,1,55.63
M00816,direct_shop,unknown,0,0,0,1,50.17
M00817,direct_shop,unknown,1,1,0,0,145.1
M00818,quiz,energy,0,0,0,1,47.25
M00819,quiz,gut,1,1,1,0,193.57
M00820,paid_social,unknown,1,1,0,0,146.7
M00821,quiz,gut,0,0,0,1,49.56
M00822,quiz,energy,1,1,1,0,204.5
M00823,direct_shop,unknown,1,0,0,0,101.21
M00824,direct_shop,unknown,1,0,0,0,100.68
M00825,organic_search,unknown,0,0,0,1,46.58
M00826,quiz,gut,1,0,0,1,97.51
M00827,quiz,gut,1,1,1,0,197.72
M00828,paid_social,unknown,1,1,1,0,197.84
M00829,direct_shop,unknown,0,0,0,1,48.94
M00830,quiz,gut,0,0,0,1,49.16
M00831,direct_shop,unknown,1,0,0,0,98.96
M00832,quiz,gut,0,0,0,1,47.98
M00833,quiz,gut,1,0,0,0,100.39
M00834,direct_shop,unknown,0,0,0,1,49.05
M00835,direct_shop,unknown,1,1,0,0,145.18
M00836,organic_search,unknown,1,1,1,0,200.06
M00837,direct_shop,unknown,0,0,0,1,49.64
M00838,direct_shop,unknown,0,0,0,1,45.25
M00839,direct_shop,unknown,1,0,0,1,98.21
M00840,quiz,gut,1,0,0,0,101.77
M00841,paid_social,unknown,0,0,0,1,46.58
M00842,quiz,sleep,1,0,0,1,96.25
M00843,organic_search,unknown,0,0,0,1,49.02
M00844,quiz,energy,0,0,0,1,51.86
M00845,direct_shop,unknown,0,0,0,1,55.42
M00846,quiz,energy,1,0,0,1,101.96
M00847,organic_search,unknown,1,0,0,0,103.23
M00848,direct_shop,unknown,0,0,0,1,51.03
M00849,direct_shop,unknown,1,1,0,0,147.91
M00850,quiz,gut,1,1,0,0,151.93
M00851,paid_social,unknown,1,0,0,0,99.72
M00852,quiz,sleep,0,0,0,1,51.12
M00853,organic_search,unknown,0,0,0,1,47.15
M00854,quiz,gut,0,0,0,1,51.39
M00855,quiz,gut,1,0,0,0,99.62
M00856,quiz,energy,0,0,0,1,50.68
M00857,direct_shop,unknown,1,0,0,0,99.72
M00858,direct_shop,unknown,1,1,0,0,149.14
M00859,quiz,gut,1,0,0,0,101.43
M00860,paid_social,unknown,1,1,1,0,198.74
M00861,direct_shop,unknown,0,0,0,1,45.22
M00862,direct_shop,unknown,1,0,0,1,94.36
M00863,direct_shop,unknown,1,1,1,0,200.51
M00864,direct_shop,unknown,0,0,0,1,48.65
M00865,direct_shop,unknown,1,1,1,0,194.77
M00866,quiz,gut,1,1,0,0,150.29
M00867,quiz,energy,1,1,1,0,199.68
M00868,organic_search,unknown,0,0,0,1,48.49
M00869,organic_search,unknown,1,1,0,0,150.71
M00870,direct_shop,unknown,1,1,1,0,203.91
M00871,quiz,sleep,0,0,0,1,53.84
M00872,direct_shop,unknown,1,0,0,0,100.41
M00873,direct_shop,unknown,1,1,1,0,199.71
M00874,quiz,gut,0,0,0,1,50.46
M00875,quiz,energy,1,1,0,0,150.9
M00876,paid_social,unknown,0,0,0,1,49.19
M00877,paid_social,unknown,1,0,0,1,100.5
M00878,quiz,sleep,1,1,1,0,195.24
M00879,quiz,gut,1,1,0,0,150.21
M00880,quiz,gut,0,0,0,1,51.42
M00881,paid_social,unknown,0,0,0,1,48.52
M00882,quiz,gut,1,1,1,0,199.67
M00883,quiz,gut,0,0,0,1,46.66
M00884,paid_social,unknown,0,0,0,1,46.24
M00885,quiz,gut,1,1,1,0,200.59
M00886,paid_social,unknown,1,1,0,0,147.78
M00887,quiz,sleep,0,0,0,1,44.66
M00888,quiz,energy,1,1,0,0,146.63
M00889,quiz,energy,1,1,1,0,197.06
M00890,paid_social,unknown,1,1,0,0,152.29
M00891,organic_search,unknown,1,1,0,0,150.51
M00892,paid_social,unknown,1,0,0,0,97.37
M00893,direct_shop,unknown,1,0,0,0,98.22
M00894,paid_social,unknown,0,0,0,1,53.93
M00895,quiz,gut,1,0,0,0,102.79
M00896,quiz,sleep,1,1,0,0,146.62
M00897,organic_search,unknown,0,0,0,1,53.48
M00898,quiz,sleep,1,0,0,1,99.74
M00899,quiz,sleep,1,1,1,0,202.36
M00900,quiz,gut,0,0,0,1,49.5
M00901,quiz,energy,1,0,0,1,103.54
M00902,quiz,gut,1,1,1,0,196.48
M00903,direct_shop,unknown,1,1,0,0,149.2
M00904,direct_shop,unknown,1,1,1,0,203.61
M00905,organic_search,unknown,0,0,0,1,42.81
M00906,paid_social,unknown,0,0,0,1,49.85
M00907,quiz,gut,1,1,1,0,198.78
M00908,quiz,gut,0,0,0,1,52.04
M00909,direct_shop,unknown,1,1,1,0,203.17
M00910,direct_shop,unknown,1,1,0,0,152.16
M00911,quiz,energy,1,0,0,1,100.7
M00912,direct_shop,unknown,1,0,0,1,100.1
M00913,direct_shop,unknown,0,0,0,1,48.96
M00914,direct_shop,unknown,1,1,0,0,150.6
M00915,direct_shop,unknown,1,0,0,1,104.36
M00916,quiz,energy,0,0,0,1,47.5
M00917,organic_search,unknown,1,1,0,0,148.76
M00918,paid_social,unknown,0,0,0,1,49.76
M00919,quiz,gut,0,0,0,1,52.99
M00920,organic_search,unknown,0,0,0,1,50.66
M00921,direct_shop,unknown,0,0,0,1,52.94
M00922,organic_search,unknown,1,1,1,0,203.06
M00923,paid_social,unknown,1,1,1,0,201.74
M00924,direct_shop,unknown,1,0,0,1,96.79
M00925,quiz,gut,1,1,0,0,154.95
M00926,quiz,gut,0,0,0,1,54.23
M00927,direct_shop,unknown,1,1,1,0,200.15
M00928,direct_shop,unknown,1,1,1,0,195.81
M00929,quiz,gut,1,1,0,0,145.29
M00930,quiz,gut,0,0,0,1,50.75
M00931,paid_social,unknown,1,1,1,0,197.85
M00932,organic_search,unknown,1,0,0,1,94.83
M00933,direct_shop,unknown,0,0,0,1,45.25
M00934,quiz,gut,1,0,0,1,98.57
M00935,quiz,energy,0,0,0,1,50.57
M00936,quiz,gut,1,0,0,1,104.2
M00937,organic_search,unknown,1,0,0,0,101.43
M00938,quiz,gut,0,0,0,1,48.85
M00939,direct_shop,unknown,1,0,0,1,101.12
M00940,quiz,gut,1,1,0,0,150.84
M00941,direct_shop,unknown,1,1,0,0,152.19
M00942,paid_social,unknown,0,0,0,1,49.87
M00943,paid_social,unknown,1,1,1,0,203.07
M00944,quiz,sleep,1,1,0,0,152.44
M00945,quiz,energy,1,0,0,1,100.23
M00946,quiz,energy,0,0,0,1,49.63
M00947,organic_search,unknown,1,1,0,0,152.73
M00948,organic_search,unknown,1,1,0,0,147.83
M00949,direct_shop,unknown,1,0,0,1,95.46
M00950,direct_shop,unknown,0,0,0,1,45.45
M00951,paid_social,unknown,1,1,0,0,147.58
M00952,quiz,gut,1,1,1,0,201.94
M00953,organic_search,unknown,1,1,1,0,198.69
M00954,direct_shop,unknown,0,0,0,1,50.6
M00955,direct_shop,unknown,1,1,1,0,198.47
M00956,direct_shop,unknown,1,0,0,1,98.52
M00957,quiz,energy,0,0,0,1,46.91
M00958,quiz,gut,1,0,0,0,99.7
M00959,paid_social,unknown,0,0,0,1,49.46
M00960,quiz,energy,1,1,1,0,201.2
M00961,direct_shop,unknown,1,0,0,1,100.84
M00962,quiz,sleep,1,0,0,1,99.39
M00963,direct_shop,unknown,0,0,0,1,45.47
M00964,quiz,energy,0,0,0,1,53.2
M00965,direct_shop,unknown,1,0,0,1,99.72
M00966,paid_social,unknown,1,1,1,0,200.2
M00967,quiz,sleep,0,0,0,1,54.79
M00968,direct_shop,unknown,0,0,0,1,52.71
M00969,direct_shop,unknown,1,1,0,0,151.31
M00970,paid_social,unknown,1,1,1,0,199.95
M00971,organic_search,unknown,0,0,0,1,49.96
M00972,paid_social,unknown,1,0,0,0,100.7
M00973,quiz,energy,1,1,0,0,151.19
M00974,quiz,gut,1,0,0,0,105.11
M00975,quiz,sleep,1,0,0,0,107.4
M00976,direct_shop,unknown,0,0,0,1,50.86
M00977,quiz,gut,1,1,1,0,193.5
M00978,direct_shop,unknown,0,0,0,1,47.13
M00979,direct_shop,unknown,1,0,0,1,105.41
M00980,quiz,energy,1,1,0,0,152.13
M00981,paid_social,unknown,1,1,1,0,201.24
M00982,quiz,gut,0,0,0,1,49.49
M00983,quiz,gut,1,1,0,0,146.4
M00984,paid_social,unknown,0,0,0,1,55.02
M00985,direct_shop,unknown,0,0,0,1,47.52
M00986,paid_social,unknown,1,1,0,0,152.16
M00987,direct_shop,unknown,1,0,0,1,96.08
M00988,quiz,gut,1,1,1,0,199.31
M00989,paid_social,unknown,1,1,0,0,152.95
M00990,paid_social,unknown,1,0,0,0,99.23
M00991,paid_social,unknown,1,1,0,0,148.86
M00992,quiz,gut,1,0,0,0,100.01
M00993,direct_shop,unknown,0,0,0,1,45.98
M00994,direct_shop,unknown,1,1,0,0,145.4
M00995,quiz,gut,1,0,0,1,102.12
M00996,organic_search,unknown,1,0,0,0,98.71
M00997,quiz,energy,1,1,0,0,152.09
M00998,organic_search,unknown,1,0,0,1,103.33
M00999,direct_shop,unknown,0,0,0,1,53.59
M01000,quiz,gut,0,0,0,1,45.13
M01001,direct_shop,unknown,1,1,1,0,197.87
M01002,organic_search,unknown,0,0,0,1,51.6
M01003,paid_social,unknown,1,0,0,1,101.64
M01004,paid_social,unknown,1,1,1,0,206.71
M01005,paid_social,unknown,1,0,0,0,97.26
M01006,paid_social,unknown,1,0,0,0,103.48
M01007,paid_social,unknown,0,0,0,1,51.11
M01008,quiz,gut,1,1,1,0,195.04
M01009,direct_shop,unknown,0,0,0,1,48.35
M01010,quiz,energy,1,1,1,0,200.75
M01011,organic_search,unknown,1,0,0,1,94.87
M01012,organic_search,unknown,1,0,0,0,93.76
M01013,quiz,gut,0,0,0,1,44.71
M01014,paid_social,unknown,0,0,0,1,50.77
M01015,organic_search,unknown,0,0,0,1,48.54
M01016,quiz,energy,1,1,0,0,148.11
M01017,direct_shop,unknown,1,0,0,0,98.22
M01018,organic_search,unknown,1,1,1,0,195.69
M01019,quiz,energy,1,0,0,1,98.61
M01020,paid_social,unknown,1,1,0,0,144.51
M01021,quiz,sleep,1,1,1,0,203.52
M01022,organic_search,unknown,1,0,0,0,105.06
M01023,organic_search,unknown,1,1,0,0,142.99
M01024,organic_search,unknown,1,1,1,0,198.55
M01025,direct_shop,unknown,0,0,0,1,48.78
M01026,organic_search,unknown,1,1,0,0,149.45
M01027,paid_social,unknown,1,1,0,0,152.97
M01028,quiz,energy,1,1,1,0,198.56
M01029,paid_social,unknown,1,1,1,0,199.7
M01030,quiz,gut,1,0,0,1,108.92
M01031,direct_shop,unknown,1,1,0,0,149.64
M01032,quiz,energy,1,1,1,0,205.26
M01033,quiz,gut,1,1,0,0,151.48
M01034,quiz,gut,1,1,1,0,198.3
M01035,paid_social,unknown,0,0,0,1,47.83
M01036,quiz,energy,1,1,1,0,199.94
M01037,paid_social,unknown,1,1,0,0,146.59
M01038,quiz,gut,1,1,1,0,197.37
M01039,quiz,energy,1,1,0,0,148.7
M01040,direct_shop,unknown,0,0,0,1,50.87
M01041,paid_social,unknown,0,0,0,1,55.47
M01042,quiz,sleep,0,0,0,1,48.54
M01043,direct_shop,unknown,1,0,0,1,101.36
M01044,organic_search,unknown,1,1,1,0,195.08
M01045,direct_shop,unknown,0,0,0,1,53.17
M01046,quiz,sleep,1,1,0,0,144.8
M01047,quiz,sleep,1,1,0,0,152.37
M01048,organic_search,unknown,1,1,1,0,199.72
M01049,quiz,gut,1,0,0,0,99.62
M01050,organic_search,unknown,1,1,1,0,199.06
M01051,direct_shop,unknown,0,0,0,1,46.09
M01052,organic_search,unknown,1,0,0,1,96.24
M01053,paid_social,unknown,0,0,0,1,52.5
M01054,organic_search,unknown,0,0,0,1,50.03
M01055,direct_shop,unknown,1,1,0,0,149.05
M01056,paid_social,unknown,0,0,0,1,51.32
M01057,direct_shop,unknown,1,0,0,0,100.28
M01058,direct_shop,unknown,0,0,0,1,47.61
M01059,direct_shop,unknown,1,1,1,0,207.34
M01060,organic_search,unknown,1,0,0,0,102.2
M01061,organic_search,unknown,0,0,0,1,50.37
M01062,paid_social,unknown,1,1,0,0,148.43
M01063,direct_shop,unknown,1,1,0,0,152.83
M01064,direct_shop,unknown,1,1,1,0,197.6
M01065,paid_social,unknown,1,0,0,1,97.36
M01066,quiz,gut,1,1,0,0,155.05
M01067,quiz,energy,1,1,1,0,200.05
M01068,direct_shop,unknown,1,1,0,0,147.68
M01069,quiz,gut,0,0,0,1,50.01
M01070,quiz,energy,1,1,0,0,152.52
M01071,quiz,energy,1,0,0,1,101.84
M01072,quiz,energy,0,0,0,1,52.91
M01073,quiz,gut,0,0,0,1,46.24
M01074,organic_search,unknown,0,0,0,1,52.84
M01075,direct_shop,unknown,0,0,0,1,49.45
M01076,direct_shop,unknown,1,0,0,1,100.25
M01077,paid_social,unknown,1,0,0,0,103.61
M01078,quiz,gut,0,0,0,1,52.1
M01079,organic_search,unknown,1,0,0,0,101.03
M01080,paid_social,unknown,1,1,1,0,194.01
M01081,quiz,gut,1,0,0,0,99.84
M01082,direct_shop,unknown,0,0,0,1,47.64
M01083,organic_search,unknown,0,0,0,1,52.12
M01084,organic_search,unknown,1,0,0,0,102.95
M01085,direct_shop,unknown,0,0,0,1,49.08
M01086,direct_shop,unknown,1,0,0,1,97.98
M01087,quiz,gut,1,0,0,1,104.65
M01088,organic_search,unknown,1,1,0,0,148.16
M01089,quiz,sleep,1,1,1,0,196.38
M01090,organic_search,unknown,1,1,1,0,197.46
M01091,direct_shop,unknown,1,1,0,0,148.31
M01092,direct_shop,unknown,0,0,0,1,47.41
M01093,direct_shop,unknown,1,1,0,0,152.51
M01094,quiz,gut,1,0,0,0,93.39
M01095,quiz,gut,1,1,0,0,147.32
M01096,quiz,gut,1,1,1,0,199.82
M01097,quiz,energy,0,0,0,1,50.62
M01098,paid_social,unknown,1,1,0,0,155.05
M01099,direct_shop,unknown,0,0,0,1,54.63
M01100,quiz,energy,1,0,0,0,95.18
M01101,organic_search,unknown,1,1,1,0,194.24
M01102,organic_search,unknown,0,0,0,1,50.06
M01103,organic_search,unknown,0,0,0,1,47.97
M01104,organic_search,unknown,1,0,0,0,96.4
M01105,quiz,gut,1,1,1,0,200.01
M01106,direct_shop,unknown,0,0,0,1,50.68
M01107,paid_social,unknown,1,0,0,0,97.46
M01108,paid_social,unknown,1,0,0,0,98.11
M01109,quiz,gut,1,1,0,0,147.68
M01110,paid_social,unknown,1,1,1,0,198.73
M01111,quiz,gut,1,0,0,0,101.6
M01112,quiz,gut,1,1,1,0,196.73
M01113,direct_shop,unknown,0,0,0,1,48.07
M01114,direct_shop,unknown,1,0,0,0,98.78
M01115,direct_shop,unknown,1,0,0,0,99.96
M01116,quiz,energy,0,0,0,1,50.82
M01117,organic_search,unknown,0,0,0,1,56.12
M01118,quiz,energy,1,1,0,0,151.69
M01119,quiz,gut,1,1,1,0,201.75
M01120,organic_search,unknown,1,0,0,1,99.18
M01121,organic_search,unknown,1,0,0,0,97.04
M01122,organic_search,unknown,1,0,0,1,98.4
M01123,paid_social,unknown,0,0,0,1,47.86
M01124,paid_social,unknown,0,0,0,1,51.17
M01125,direct_shop,unknown,1,1,1,0,195.01
M01126,quiz,gut,1,0,0,0,101.76
M01127,direct_shop,unknown,1,0,0,0,99.63
M01128,direct_shop,unknown,0,0,0,1,52.19
